Kabupaten,Kecamatan,Desa,Tahun,Jum Penduduk,Persentase Pen Miskin,Jumlah Pen Miskin,Garis Kemiskinan(Rp/Kap/Bulan),Persentase Ruta Miskin Penerima BPNT/Program Sembako (%),Jumlah (kg/ bulan),Harga (Rp/Kg),Persentase Rumah Tangga Memiliki Akses Sanitasi Layak,Persentasi Rumah Tangga Memiliki Akses Air Minum Layak ,Rata-rata pendapatan/hari,Total pendapatan/bulan,Total pengeluaran/bulan,Pengeluaran/hari,Miskin,Tidak Miskin,Miskin dan Tidak Miskin,Bekerja di sektor pertanian,Bekerja bukan di sektor pertanian,Mencari pekerjaan,Tidak bekerja,Persentase Pengangguran,Tingkat Kekumuhan,Luas Kumuh (Ha),<SD,Tamat SD/SMP,>SMA,IPM(indeks pembangunan manusia)
Pesawaran,Teluk Pandan,Cilimus,2022,2.19,"11,48",219.0,"Rp452.521,00",23.23,47.67,Rp14.957,Layak,Layak,Rp100.307,Rp3.000.307,Rp369.1147, Rp12.635 ,"63,324","56,406","57,365",1851.0,2116.0,793.0,529.0,"66,378",Kumuh Ringan ,"6,53","10,58","60,58","28,84","66,70"
Pesawaran,Teluk Pandan,Cilimus,2023,2.27,"11,87",227.0,"Rp491.239,00",52.59,18.17,Rp9.397,Layak,Layak,Rp100.308,Rp3.000.308,Rp369.1148, Rp12.636 ,"63,325","56,407","57,366",1851.0,2116.0,793.0,529.0,"66,379",Kumuh Ringan ,"3,59","18,18","53,28","28,55","69,46"
Pesawaran,Teluk Pandan,Gebang,2021,6.8,"35,63",680.0,"Rp420.032,00",49.85,45.49,Rp8.005,Layak,Tidak Layak,Rp100.309,Rp3.000.309,Rp369.1149, Rp12.637 ,"63,326","56,408","57,367",1851.0,2116.0,793.0,529.0,"66,380",Kumuh Ringan ,"6,53","27,89","55,66","16,44","66,14"
Pesawaran,Teluk Pandan,Gebang,2022,6.91,"36,24",691.0,"Rp452.521,00",92.80,31.24,Rp18.885,Layak,Layak,Rp100.310,Rp3.000.310,Rp369.1150, Rp12.638 ,"63,327","56,409","57,368",1851.0,2116.0,793.0,529.0,"66,381",Kumuh Ringan ,"3,59","33,99","35,17","30,84","66,70"
Pesawaran,Teluk Pandan,Gebang,2023,7.08,"37,13",708.0,"Rp491.239,00",50.34,16.61,Rp9.638,Layak,Layak,Rp100.311,Rp3.000.311,Rp369.1151, Rp12.639 ,"63,328","56,410","57,369",1851.0,2116.0,793.0,529.0,"66,382",Kumuh Ringan ,"5,17","27,43","55,53","17,04","69,46"
Pesawaran,Teluk Pandan,Hanura,2021,6.46,"33,84",646.0,"Rp420.032,00",19.64,45.38,Rp11.048,Layak,Layak,Rp100.312,Rp3.000.312,Rp369.1152, Rp12.640 ,"63,329","56,411","57,370",1851.0,2116.0,793.0,529.0,"66,383",Kumuh Ringan ,"7,64","25,04","60,25","14,72","66,14"
Pesawaran,Teluk Pandan,Hanura,2022,6.5,"34,07",650.0,"Rp452.521,00",2.71,42.54,Rp14.495,Layak,Layak,Rp100.313,Rp3.000.313,Rp369.1153, Rp12.641 ,"63,330","56,412","57,371",1851.0,2116.0,793.0,529.0,"66,384",Kumuh Ringan ,"7,64","33,99","35,17","30,84","66,70"
Pesawaran,Teluk Pandan,Hanura,2023,6.55,"34,32",655.0,"Rp491.239,00",8.42,15.37,Rp18.359,Tidak Layak,Layak,Rp100.314,Rp3.000.314,Rp369.1154, Rp12.642 ,"63,331","56,413","57,372",1851.0,2116.0,793.0,529.0,"66,385",Kumuh Ringan ,"7,64","22,92","58,34","18,75","69,46"
Pesawaran,Teluk Pandan,Hurun,2021,3.29,"17,25",329.0,"Rp420.032,00",41.99,45.35,Rp11.489,Layak,Layak,Rp100.315,Rp3.000.315,Rp369.1155, Rp12.643 ,"63,332","56,414","57,373",1851.0,2116.0,793.0,529.0,"66,386",Kumuh Ringan ,"7,64","17,10","58,96","23,94","66,14"
Pesawaran,Teluk Pandan,Hurun,2022,3.38,"17,70",338.0,"Rp452.521,00",51.71,32.47,Rp18.923,Layak,Layak,Rp100.316,Rp3.000.316,Rp369.1156, Rp12.644 ,"63,333","56,415","57,374",1851.0,2116.0,793.0,529.0,"66,387",Kumuh Ringan ,"7,64","21,08","55,67","23,24","66,70"
Pesawaran,Teluk Pandan,Hurun,2023,3.47,"18,17",347.0,"Rp491.239,00",64.65,29.55,Rp13.881,Tidak Layak,Tidak Layak,Rp100.317,Rp3.000.317,Rp369.1157, Rp12.645 ,"63,334","56,416","57,375",1851.0,2116.0,793.0,529.0,"66,388",Kumuh Ringan ,"2,07","21,72","55,37","22,91","69,46"
Pesawaran,Teluk Pandan,Munca,2021,997.0,"5,23",100.0,"Rp420.032,00",47.12,48.86,Rp11.476,Tidak Layak,Tidak Layak,Rp100.318,Rp3.000.318,Rp369.1158, Rp12.646 ,"63,335","56,417","57,376",1851.0,2116.0,793.0,529.0,"66,389",Kumuh Ringan ,"6,53","23,78","59,17","17,05","66,14"
Pesawaran,Teluk Pandan,Munca,2022,1.1,"5,76",110.0,"Rp452.521,00",65.82,35.62,Rp13.891,Layak,Layak,Rp100.319,Rp3.000.319,Rp369.1159, Rp12.647 ,"63,336","56,418","57,377",1851.0,2116.0,793.0,529.0,"66,390",Kumuh Ringan ,"2,07","17,10","58,96","23,94","66,70"
Pesawaran,Teluk Pandan,Munca,2023,1.15,"6,01",115.0,"Rp491.239,00",0.07,38.3,Rp10.317,Layak,Layak,Rp100.320,Rp3.000.320,Rp369.1160, Rp12.648 ,"63,337","56,419","57,378",1851.0,2116.0,793.0,529.0,"66,391",Kumuh Ringan ,"7,64","18,52","57,80","23,68","69,46"
Pesawaran,Teluk Pandan,Sidodadi,2021,2.14,"11,21",214.0,"Rp420.032,00",1.48,48.51,Rp14.855,Layak,Layak,Rp100.321,Rp3.000.321,Rp369.1161, Rp12.649 ,"63,338","56,420","57,379",1851.0,2116.0,793.0,529.0,"66,392",Kumuh Sedang,"17,56","22,85","49,16","27,99","66,14"
Pesawaran,Teluk Pandan,Sidodadi,2022,2.3,"12,06",230.0,"Rp452.521,00",80.27,23.65,Rp14.784,Layak,Layak,Rp100.322,Rp3.000.322,Rp369.1162, Rp12.650 ,"63,339","56,421","57,380",1851.0,2116.0,793.0,529.0,"66,393",Kumuh Sedang,"19,08","5,54","67,58","26,88","66,70"
Pesawaran,Teluk Pandan,Sidodadi,2023,2.45,"12,83",245.0,"Rp491.239,00",61.37,20.99,Rp17.325,Layak,Tidak Layak,Rp100.323,Rp3.000.323,Rp369.1163, Rp12.651 ,"63,340","56,422","57,381",1851.0,2116.0,793.0,529.0,"66,394",Kumuh Sedang,"14,26","4,00","72,69","23,32","69,46"
Pesawaran,Teluk Pandan,Sukajaya Lempasing,2021,7.1,"37,22",710.0,"Rp420.032,00",75.57,6.97,Rp11.041,Layak,Layak,Rp100.324,Rp3.000.324,Rp369.1164, Rp12.652 ,"63,341","56,423","57,382",1851.0,2116.0,793.0,529.0,"66,395",Kumuh Ringan ,"5,17","13,72","63,76","22,52","66,14"
Pesawaran,Teluk Pandan,Sukajaya Lempasing,2022,7.37,"38,62",737.0,"Rp452.521,00",37.84,13.29,Rp5.563,Layak,Layak,Rp100.325,Rp3.000.325,Rp369.1165, Rp12.653 ,"63,342","56,424","57,383",1851.0,2116.0,793.0,529.0,"66,396",Kumuh Ringan ,"2,07","19,32","60,62","20,06","66,70"
Pesawaran,Teluk Pandan,Sukajaya Lempasing,2023,7.5,"39,30",750.0,"Rp491.239,00",60.09,15.67,Rp19.769,Layak,Layak,Rp100.326,Rp3.000.326,Rp369.1166, Rp12.654 ,"63,343","56,425","57,384",1851.0,2116.0,793.0,529.0,"66,397",Kumuh Ringan ,"6,53","20,97","66,25","12,78","69,46"
Pesawaran,Teluk Pandan,Talang Mulya,2021,1.37,"7,18",137.0,"Rp420.032,00",46.92,13.26,Rp11.722,Layak,Layak,Rp100.327,Rp3.000.327,Rp369.1167, Rp12.655 ,"63,344","56,426","57,385",1851.0,2116.0,793.0,529.0,"66,398",Kumuh Sedang,"11,02","29,63","56,73","13,64","66,14"
Pesawaran,Teluk Pandan,Talang Mulya,2022,1.4,"7,33",140.0,"Rp452.521,00",72.53,38.97,Rp19.064,Layak,Layak,Rp100.328,Rp3.000.328,Rp369.1168, Rp12.656 ,"63,345","56,427","57,386",1851.0,2116.0,793.0,529.0,"66,399",Kumuh Sedang,"13,98","14,71","56,11","29,19","66,70"
Pesawaran,Teluk Pandan,Talang Mulya,2023,1.48,"7,75",148.0,"Rp491.239,00",9.77,45.63,Rp15.080,Tidak Layak,Layak,Rp100.329,Rp3.000.329,Rp369.1169, Rp12.657 ,"63,346","56,428","57,387",1851.0,2116.0,793.0,529.0,"66,400",Kumuh Sedang,"18,15","19,98","48,18","31,84","69,46"
Pesawaran,Teluk Pandan,Tanjung Agung,2021,3.7,"19,40",370.0,"Rp420.032,00",11.75,35.04,Rp9.000,Tidak Layak,Layak,Rp100.330,Rp3.000.330,Rp369.1170, Rp12.658 ,"63,347","56,429","57,388",1851.0,2116.0,793.0,529.0,"66,401",Kumuh Ringan ,"3,59","15,72","55,09","29,19","66,14"
Pesawaran,Teluk Pandan,Tanjung Agung,2022,3.79,"19,86",379.0,"Rp452.521,00",81.32,41.92,Rp13.460,Layak,Layak,Rp100.331,Rp3.000.331,Rp369.1171, Rp12.659 ,"63,348","56,430","57,389",1851.0,2116.0,793.0,529.0,"66,402",Kumuh Ringan ,"4,23","13,72","63,76","22,52","66,70"
Pesawaran,Teluk Pandan,Tanjung Agung,2023,3.86,"20,24",386.0,"Rp491.239,00",10.54,15.38,Rp19.353,Tidak Layak,Tidak Layak,Rp100.332,Rp3.000.332,Rp369.1172, Rp12.660 ,"63,349","56,431","57,390",1851.0,2116.0,793.0,529.0,"66,403",Kumuh Ringan ,"5,82","19,32","60,62","20,06","69,46"
Pesawaran,Way Lima,Banjar Negeri,2021,2.92,"15,31",292.0,"Rp420.032,00",96.45,19.67,Rp6.702,Layak,Layak,Rp100.333,Rp3.000.333,Rp369.1173, Rp12.661 ,"63,350","56,432","57,391",1851.0,2116.0,793.0,529.0,"66,404",Kumuh Ringan ,"3,01","24,53","57,05","18,43","66,14"
Pesawaran,Way Lima,Banjar Negeri,2022,3.0,"15,73",300.0,"Rp452.521,00",71.26,36.88,Rp9.083,Layak,Layak,Rp100.334,Rp3.000.334,Rp369.1174, Rp12.662 ,"63,351","56,433","57,392",1851.0,2116.0,793.0,529.0,"66,405",Kumuh Ringan ,"3,21","23,78","59,17","17,05","66,70"
Pesawaran,Way Lima,Banjar Negeri,2023,3.04,"15,93",304.0,"Rp491.239,00",52.40,22.67,Rp6.230,Layak,Layak,Rp100.335,Rp3.000.335,Rp369.1175, Rp12.663 ,"63,352","56,434","57,393",1851.0,2116.0,793.0,529.0,"66,406",Kumuh Ringan ,"3,59","17,10","58,96","23,94","69,46"
Pesawaran,Way Lima,Batu Raja,2021,1.42,"7,44",142.0,"Rp420.032,00",88.61,6.32,Rp16.479,Layak,Layak,Rp100.336,Rp3.000.336,Rp369.1176, Rp12.664 ,"63,353","56,435","57,394",1851.0,2116.0,793.0,529.0,"66,407",Kumuh Ringan ,"7,64","28,78","54,78","16,44","66,14"
Pesawaran,Way Lima,Batu Raja,2022,1.5,"7,86",150.0,"Rp452.521,00",86.33,24.57,Rp5.325,Layak,Layak,Rp100.337,Rp3.000.337,Rp369.1177, Rp12.665 ,"63,354","56,436","57,395",1851.0,2116.0,793.0,529.0,"66,408",Kumuh Ringan ,"7,64","29,19","14,71","63,76","66,70"
Pesawaran,Way Lima,Batu Raja,2023,1.61,"8,46",161.0,"Rp491.239,00",77.54,45.87,Rp7.058,Layak,Tidak Layak,Rp100.338,Rp3.000.338,Rp369.1178, Rp12.666 ,"63,355","56,437","57,396",1851.0,2116.0,793.0,529.0,"66,409",Kumuh Ringan ,"2,07","22,52","19,98","60,62","69,46"
Pesawaran,Way Lima,Cimanuk,2021,2.31,"12,11",231.0,"Rp420.032,00",79.73,23.41,Rp8.909,Layak,Layak,Rp100.339,Rp3.000.339,Rp369.1179, Rp12.667 ,"63,356","56,438","57,397",1851.0,2116.0,793.0,529.0,"66,410",Kumuh Ringan ,"6,53","17,10","58,96","23,94","66,14"
Pesawaran,Way Lima,Cimanuk,2022,2.45,"12,84",245.0,"Rp452.521,00",78.15,19.95,Rp18.066,Layak,Layak,Rp100.340,Rp3.000.340,Rp369.1180, Rp12.668 ,"63,357","56,439","57,398",1851.0,2116.0,793.0,529.0,"66,411",Kumuh Ringan ,"2,07","22,52","24,53","48,18","66,70"
Pesawaran,Way Lima,Cimanuk,2023,2.61,"13,69",261.0,"Rp491.239,00",56.97,49.53,Rp7.691,Layak,Layak,Rp100.341,Rp3.000.341,Rp369.1181, Rp12.669 ,"63,358","56,440","57,399",1851.0,2116.0,793.0,529.0,"66,412",Kumuh Ringan ,"7,64","20,06","23,78","55,09","69,46"
Pesawaran,Way Lima,Gedung Dalom,2021,967.0,"5,07",97.0,"Rp420.032,00",72.69,34.0,Rp11.499,Layak,Layak,Rp100.342,Rp3.000.342,Rp369.1182, Rp12.670 ,"63,359","56,441","57,400",1851.0,2116.0,793.0,529.0,"66,413",Kumuh Ringan ,"5,17","18,52","57,80","23,68","66,14"
Pesawaran,Way Lima,Gedung Dalom,2022,1.0,"5,24",100.0,"Rp452.521,00",45.71,21.47,Rp9.876,Layak,Layak,Rp100.343,Rp3.000.343,Rp369.1183, Rp12.671 ,"63,360","56,442","57,401",1851.0,2116.0,793.0,529.0,"66,414",Kumuh Ringan ,"2,07","24,53","59,17","23,94","66,70"
Pesawaran,Way Lima,Gedung Dalom,2023,1.07,"5,58",107.0,"Rp491.239,00",80.22,9.59,Rp13.751,Layak,Layak,Rp100.344,Rp3.000.344,Rp369.1184, Rp12.672 ,"63,361","56,443","57,402",1851.0,2116.0,793.0,529.0,"66,415",Kumuh Ringan ,"6,53","23,78","49,16","23,68","69,46"
Pesawaran,Way Lima,Gunung Rejo,2021,1.67,"8,75",167.0,"Rp420.032,00",74.35,40.45,Rp19.047,Layak,Layak,Rp100.345,Rp3.000.345,Rp369.1185, Rp12.673 ,"63,362","56,444","57,403",1851.0,2116.0,793.0,529.0,"66,416",Kumuh Ringan ,"3,59","24,08","59,17","27,99","66,14"
Pesawaran,Way Lima,Gunung Rejo,2022,1.99,"10,43",199.0,"Rp452.521,00",86.63,36.86,Rp19.111,Tidak Layak,Layak,Rp100.346,Rp3.000.346,Rp369.1186, Rp12.674 ,"63,363","56,445","57,404",1851.0,2116.0,793.0,529.0,"66,417",Kumuh Ringan ,"4,23","20,06","58,96","26,88","66,70"
Pesawaran,Way Lima,Gunung Rejo,2023,2.15,"11,28",215.0,"Rp491.239,00",92.75,46.49,Rp5.787,Layak,Layak,Rp100.347,Rp3.000.347,Rp369.1187, Rp12.675 ,"63,364","56,446","57,405",1851.0,2116.0,793.0,529.0,"66,418",Kumuh Ringan ,"5,82","18,52","57,80","26,88","69,46"
Pesawaran,Way Lima,Kuta Dalom,2021,1.79,"9,39",179.0,"Rp420.032,00",1.36,14.78,Rp13.943,Layak,Layak,Rp100.348,Rp3.000.348,Rp369.1188, Rp12.676 ,"63,365","56,447","57,406",1851.0,2116.0,793.0,529.0,"66,419",Kumuh Ringan ,"3,01","20,60","58,12","21,28","66,14"
Pesawaran,Way Lima,Kuta Dalom,2022,1.81,"9,50",181.0,"Rp452.521,00",48.04,10.17,Rp18.377,Tidak Layak,Tidak Layak,Rp100.349,Rp3.000.349,Rp369.1189, Rp12.677 ,"63,366","56,448","57,407",1851.0,2116.0,793.0,529.0,"66,420",Kumuh Ringan ,"3,21","17,10","58,96","23,94","66,70"
Pesawaran,Way Lima,Kuta Dalom,2023,1.95,"10,21",195.0,"Rp491.239,00",91.72,37.58,Rp16.713,Tidak Layak,Tidak Layak,Rp100.350,Rp3.000.350,Rp369.1190, Rp12.678 ,"63,367","56,449","57,408",1851.0,2116.0,793.0,529.0,"66,421",Kumuh Ringan ,"3,59","22,52","24,53","48,18","69,46"
Pesawaran,Way Lima,Margodadi,2021,2.09,"10,95",209.0,"Rp420.032,00",16.99,14.15,Rp22.911,Layak,Layak,Rp100.351,Rp3.000.351,Rp369.1191, Rp12.679 ,"63,368","56,450","57,409",1851.0,2116.0,793.0,529.0,"66,422",Kumuh Sedang,"20,15","17,80","54,09","28,10","66,14"
Pesawaran,Way Lima,Margodadi,2022,2.19,"11,48",219.0,"Rp452.521,00",3.92,12.92,Rp16.474,Layak,Layak,Rp100.352,Rp3.000.352,Rp369.1192, Rp12.680 ,"63,369","56,451","57,410",1851.0,2116.0,793.0,529.0,"66,423",Kumuh Sedang,"20,15","19,98","48,18","31,84","66,70"
Pesawaran,Way Lima,Margodadi,2023,2.28,"11,93",228.0,"Rp491.239,00",43.01,19.39,Rp7.835,Layak,Layak,Rp100.353,Rp3.000.353,Rp369.1193, Rp12.681 ,"63,370","56,452","57,411",1851.0,2116.0,793.0,529.0,"66,424",Kumuh Sedang,"17,56","15,72","55,09","29,19","69,46"
Pesawaran,Way Lima,Padang Manis,2021,1.17,"6,13",117.0,"Rp420.032,00",43.13,41.76,Rp18.481,Layak,Layak,Rp100.354,Rp3.000.354,Rp369.1194, Rp12.682 ,"63,371","56,453","57,412",1851.0,2116.0,793.0,529.0,"66,425",Kumuh Sedang,"19,08","27,89","55,66","16,44","66,14"
Pesawaran,Way Lima,Padang Manis,2022,1.2,"6,29",120.0,"Rp452.521,00",53.12,29.28,Rp5.133,Layak,Tidak Layak,Rp100.355,Rp3.000.355,Rp369.1195, Rp12.683 ,"63,372","56,454","57,413",1851.0,2116.0,793.0,529.0,"66,426",Kumuh Sedang,"19,83","22,52","24,53","48,18","66,70"
Pesawaran,Way Lima,Padang Manis,2023,1.29,"6,76",129.0,"Rp491.239,00",47.06,45.45,Rp6.353,Layak,Layak,Rp100.356,Rp3.000.356,Rp369.1196, Rp12.684 ,"63,373","56,455","57,414",1851.0,2116.0,793.0,529.0,"66,427",Kumuh Sedang,"16,56","17,80","54,09","28,10","69,46"
Pesawaran,Way Lima,Paguyuban,2021,1.8,"9,44",180.0,"Rp420.032,00",69.80,25.88,Rp14.287,Layak,Layak,Rp100.357,Rp3.000.357,Rp369.1197, Rp12.685 ,"63,374","56,456","57,415",1851.0,2116.0,793.0,529.0,"66,428",Kumuh Ringan ,"2,07","26,72","54,12","19,16","66,14"
Pesawaran,Way Lima,Paguyuban,2022,1.89,"9,91",189.0,"Rp452.521,00",54.18,35.78,Rp10.736,Layak,Layak,Rp100.358,Rp3.000.358,Rp369.1198, Rp12.686 ,"63,375","56,457","57,416",1851.0,2116.0,793.0,529.0,"66,429",Kumuh Ringan ,"6,53","23,78","59,17","17,05","66,70"
Pesawaran,Way Lima,Paguyuban,2023,1.96,"10,30",196.0,"Rp491.239,00",54.23,29.23,Rp6.448,Layak,Layak,Rp100.359,Rp3.000.359,Rp369.1199, Rp12.687 ,"63,376","56,458","57,417",1851.0,2116.0,793.0,529.0,"66,430",Kumuh Ringan ,"2,07","17,10","58,96","23,94","69,46"
Pesawaran,Way Lima,Pekondoh,2021,1.6,"8,38",160.0,"Rp420.032,00",66.72,30.76,Rp19.774,Layak,Layak,Rp100.360,Rp3.000.360,Rp369.1200, Rp12.688 ,"63,377","56,459","57,418",1851.0,2116.0,793.0,529.0,"66,431",Kumuh Sedang,"17,56","21,08","55,67","23,24","66,14"
Pesawaran,Way Lima,Pekondoh,2022,1.6,"8,40",160.0,"Rp452.521,00",52.24,45.61,Rp18.448,Tidak Layak,Layak,Rp100.361,Rp3.000.361,Rp369.1201, Rp12.689 ,"63,378","56,460","57,419",1851.0,2116.0,793.0,529.0,"66,432",Kumuh Sedang,"11,25","17,80","54,09","28,10","66,70"
Pesawaran,Way Lima,Pekondoh,2023,1.79,"9,37",179.0,"Rp491.239,00",6.21,43.15,Rp26.175,Tidak Layak,Layak,Rp100.362,Rp3.000.362,Rp369.1202, Rp12.690 ,"63,379","56,461","57,420",1851.0,2116.0,793.0,529.0,"66,433",Kumuh Sedang,"17,56","19,98","48,18","31,84","69,46"
Pesawaran,Way Lima,Pekondoh Gedung,2021,700.0,"3,67",70.0,"Rp420.032,00",81.13,30.26,Rp12.097,Layak,Layak,Rp100.363,Rp3.000.363,Rp369.1203, Rp12.691 ,"63,380","56,462","57,421",1851.0,2116.0,793.0,529.0,"66,434",Kumuh Ringan ,"7,64","5,54","67,58","26,88","66,14"
Pesawaran,Way Lima,Pekondoh Gedung,2022,720.0,"3,77",72.0,"Rp452.521,00",28.65,37.1,Rp12.196,Tidak Layak,Tidak Layak,Rp100.364,Rp3.000.364,Rp369.1204, Rp12.692 ,"63,381","56,463","57,422",1851.0,2116.0,793.0,529.0,"66,435",Kumuh Ringan ,"5,17","27,89","55,66","16,44","66,70"
Pesawaran,Way Lima,Pekondoh Gedung,2023,807.0,"4,23",81.0,"Rp491.239,00",90.17,49.18,Rp12.625,Layak,Layak,Rp100.365,Rp3.000.365,Rp369.1205, Rp12.693 ,"63,382","56,464","57,423",1851.0,2116.0,793.0,529.0,"66,436",Kumuh Ringan ,"2,07","22,52","24,53","48,18","69,46"
Pesawaran,Way Lima,Sidodadi,2021,3.97,"20,79",397.0,"Rp420.032,00",64.22,24.27,Rp19.508,Layak,Layak,Rp100.366,Rp3.000.366,Rp369.1206, Rp12.694 ,"63,383","56,465","57,424",1851.0,2116.0,793.0,529.0,"66,437",Kumuh Ringan ,"6,53","4,00","72,69","23,32","66,14"
Pesawaran,Way Lima,Sidodadi,2022,4.0,"20,97",400.0,"Rp452.521,00",76.39,44.65,Rp6.499,Layak,Layak,Rp100.367,Rp3.000.367,Rp369.1207, Rp12.695 ,"63,384","56,466","57,425",1851.0,2116.0,793.0,529.0,"66,438",Kumuh Ringan ,"3,59","4,00","72,69","23,32","66,70"
Pesawaran,Way Lima,Sidodadi,2023,4.03,"21,12",403.0,"Rp491.239,00",31.25,5.33,Rp5.594,Layak,Layak,Rp100.368,Rp3.000.368,Rp369.1208, Rp12.696 ,"63,385","56,467","57,426",1851.0,2116.0,793.0,529.0,"66,439",Kumuh Ringan ,"4,23","13,72","63,76","22,52","69,46"
Pesawaran,Way Lima,Sindang Garut,2021,2.25,"11,79",225.0,"Rp420.032,00",15.61,45.42,Rp12.255,Layak,Layak,Rp100.369,Rp3.000.369,Rp369.1209, Rp12.697 ,"63,386","56,468","57,427",1851.0,2116.0,793.0,529.0,"66,440",Kumuh Sedang,"18,15","10,58","60,58","28,84","66,14"
Pesawaran,Way Lima,Sindang Garut,2022,2.3,"12,06",230.0,"Rp452.521,00",65.15,31.56,Rp11.873,Layak,Tidak Layak,Rp100.370,Rp3.000.370,Rp369.1210, Rp12.698 ,"63,387","56,469","57,428",1851.0,2116.0,793.0,529.0,"66,441",Kumuh Sedang,"19,08","5,54","67,58","26,88","66,70"
Pesawaran,Way Lima,Sindang Garut,2023,2.36,"12,36",236.0,"Rp491.239,00",33.71,45.34,Rp8.528,Layak,Layak,Rp100.371,Rp3.000.371,Rp369.1211, Rp12.699 ,"63,388","56,470","57,429",1851.0,2116.0,793.0,529.0,"66,442",Kumuh Sedang,"17,56","27,89","55,66","16,44","69,46"
Pesawaran,Way Lima,Sukamandi,2021,1.4,"7,34",140.0,"Rp420.032,00",43.02,16.17,Rp14.548,Layak,Layak,Rp100.372,Rp3.000.372,Rp369.1212, Rp12.700 ,"63,389","56,471","57,430",1851.0,2116.0,793.0,529.0,"66,443",Kumuh Sedang,"19,08","19,32","60,62","20,06","66,14"
Pesawaran,Way Lima,Sukamandi,2022,1.47,"7,71",147.0,"Rp452.521,00",84.93,17.51,Rp6.857,Layak,Layak,Rp100.373,Rp3.000.373,Rp369.1213, Rp12.701 ,"63,390","56,472","57,431",1851.0,2116.0,793.0,529.0,"66,444",Kumuh Sedang,"14,26","18,52","57,80","23,68","66,70"
Pesawaran,Way Lima,Sukamandi,2023,1.5,"7,87",150.0,"Rp491.239,00",2.23,19.33,Rp17.851,Layak,Layak,Rp100.374,Rp3.000.374,Rp369.1214, Rp12.702 ,"63,391","56,473","57,432",1851.0,2116.0,793.0,529.0,"66,445",Kumuh Sedang,"11,02","22,85","49,16","27,99","69,46"
Pesawaran,Way Lima,Tanjung Agung,2021,2.6,"13,63",260.0,"Rp420.032,00",79.43,37.8,Rp10.995,Layak,Layak,Rp100.375,Rp3.000.375,Rp369.1215, Rp12.703 ,"63,392","56,474","57,433",1851.0,2116.0,793.0,529.0,"66,446",Kumuh Ringan ,"5,82","20,97","66,25","12,78","66,14"
Pesawaran,Way Lima,Tanjung Agung,2022,2.66,"13,94",266.0,"Rp452.521,00",92.43,30.61,Rp10.720,Layak,Layak,Rp100.376,Rp3.000.376,Rp369.1216, Rp12.704 ,"63,393","56,475","57,434",1851.0,2116.0,793.0,529.0,"66,447",Kumuh Ringan ,"3,01","10,58","60,58","28,84","66,70"
Pesawaran,Way Lima,Tanjung Agung,2023,2.73,"14,29",273.0,"Rp491.239,00",50.63,40.51,Rp12.525,Layak,Layak,Rp100.377,Rp3.000.377,Rp369.1217, Rp12.705 ,"63,394","56,476","57,435",1851.0,2116.0,793.0,529.0,"66,448",Kumuh Ringan ,"3,21","5,54","67,58","26,88","69,46"
Pesawaran,Way Lima,Way Harong,2021,5.2,"27,26",520.0,"Rp420.032,00",14.42,42.36,Rp10.621,Tidak Layak,Layak,Rp100.378,Rp3.000.378,Rp369.1218, Rp12.706 ,"63,395","56,477","57,436",1851.0,2116.0,793.0,529.0,"66,449",Kumuh Sedang,"17,56","22,40","56,40","21,20","66,14"
Pesawaran,Way Lima,Way Harong,2022,5.7,"29,88",570.0,"Rp452.521,00",39.62,42.93,Rp14.924,Layak,Layak,Rp100.379,Rp3.000.379,Rp369.1219, Rp12.707 ,"63,396","56,478","57,437",1851.0,2116.0,793.0,529.0,"66,450",Kumuh Sedang,"19,08","4,00","72,69","23,32","66,70"
Pesawaran,Way Lima,Way Harong,2023,6.04,"31,67",604.0,"Rp491.239,00",14.90,23.66,Rp14.380,Layak,Layak,Rp100.380,Rp3.000.380,Rp369.1220, Rp12.708 ,"63,397","56,479","57,438",1851.0,2116.0,793.0,529.0,"66,451",Kumuh Sedang,"19,83","13,72","63,76","22,52","69,46"
Pesawaran,Way Khilau,Bayas Jaya,2021,3.1,"16,25",310.0,"Rp420.032,00",12.27,23.96,Rp18.709,Tidak Layak,Tidak Layak,Rp100.381,Rp3.000.381,Rp369.1221, Rp12.709 ,"63,398","56,480","57,439",1851.0,2116.0,793.0,529.0,"66,452",Kumuh Sedang,"16,56","20,20","63,03","16,77","66,14"
Pesawaran,Way Khilau,Bayas Jaya,2022,3.2,"16,77",320.0,"Rp452.521,00",96.39,46.68,Rp15.076,Tidak Layak,Tidak Layak,Rp100.382,Rp3.000.382,Rp369.1222, Rp12.710 ,"63,399","56,481","57,440",1851.0,2116.0,793.0,529.0,"66,453",Kumuh Sedang,"17,56","20,60","58,12","21,28","66,70"
Pesawaran,Way Khilau,Bayas Jaya,2023,3.72,"19,51",372.0,"Rp491.239,00",30.34,34.78,Rp9.861,Layak,Layak,Rp100.383,Rp3.000.383,Rp369.1223, Rp12.711 ,"63,400","56,482","57,441",1851.0,2116.0,793.0,529.0,"66,454",Kumuh Sedang,"11,25","17,10","58,96","23,94","69,46"
Pesawaran,Way Khilau,Gunung Sari,2021,3.19,"16,72",319.0,"Rp420.032,00",26.67,8.62,Rp28.646,Layak,Layak,Rp100.384,Rp3.000.384,Rp369.1224, Rp12.712 ,"63,401","56,483","57,442",1851.0,2116.0,793.0,529.0,"66,455",Kumuh Sedang,"17,56","31,84","52,60","15,56","66,14"
